unique_number,id_no,rev_bis,name_en,name_fr,short_description_en,short_description_fr,justification_en,justification_fr,date_inscribed,secondary_dates,danger_list,longitude,latitude,area_hectares,C1,C2,C3,C4,C5,C6,N7,N8,N9,N10,criteria_txt,category,category_short,states_name_en,states_name_fr,region_en,region_fr,iso_code,udnp_code,transboundary
564,485,,Hierapolis-Pamukkale,Hierapolis-Pamukkale,"<p>Deriving from springs in a cliff almost 200 m high overlooking the plain, calcite-laden waters have created at Pamukkale (Cotton Palace) an unreal landscape, made up of mineral forests, petrified waterfalls and a series of terraced basins. At the end of the 2nd century B.C. the dynasty of the Attalids, the kings of Pergamon, established the thermal spa of Hierapolis. The ruins of the baths, temples and other Greek monuments can be seen at the site.</p>","<p>Prenant naissance au sommet d'une falaise haute de pr&egrave;s de 200 m dominant la plaine, des sources charg&eacute;es de calcite ont cr&eacute;&eacute; &agrave; Pamukkale (le &laquo; ch&acirc;teau de coton &raquo; en turc) un paysage irr&eacute;el fait de for&ecirc;ts min&eacute;rales, de cascades p&eacute;trifi&eacute;es et d'une succession de vasques en gradins. C'est l&agrave; que la dynastie des Attalides, rois de Pergame, cr&eacute;a la station thermale de Hierapolis, vers la fin du II<sup>e</sup> si&egrave;cle av. J.-C. Le site abrite les ruines d'&eacute;tablissements thermaux, de temples et d'autres monuments grecs.</p>",,,1988,,,29.12333,37.92389,1077,0,0,1,1,0,0,1,0,0,0,(iii)(iv)(vii),Mixed,C/N,Turkey,Turquie,Europe and North America,Europe et Amérique du nord,tr,tur,0
729,614,,City of Safranbolu,Ville de Safranbolu,"<p>From the 13th century to the advent of the railway in the early 20th century, Safranbolu was an important caravan station on the main East–West trade route. The Old Mosque, Old Bath and Süleyman Pasha Medrese were built in 1322. During its apogee in the 17th century, Safranbolu's architecture influenced urban development throughout much of the Ottoman Empire.</p>","<p>Du XIII<sup>e</sup> siècle à l'apparition du chemin de fer au début du XX<sup>e</sup> siècle, Safranbolu a été un poste caravanier important sur la principale route commerciale entre l'Orient et l'Occident. Sa Vieille Mosquée, ses bains, et la medersa de Shleyman Pacha ont été construits en 1322. À son apogée au XVII<sup>e</sup> siècle, son architecture a influencé le développement urbain d'une grande partie de l'Empire ottoman.</p>",,,1994,,,32.68972,41.26,193,0,1,0,1,1,0,0,0,0,0,(ii)(iv)(v),Cultural,C,Turkey,Turquie,Europe and North America,Europe et Amérique du nord,tr,tur,0
1000,849,,Archaeological Site of Troy,Site archéologique de Troie,"<p>Troy, with its 4,000 years of history, is one of the most famous archaeological sites in the world. The first excavations at the site were undertaken by the famous archaeologist Heinrich Schliemann in 1870. In scientific terms, its extensive remains are the most significant demonstration of the first contact between the civilizations of Anatolia and the Mediterranean world. Moreover, the siege of Troy by Spartan and Achaean warriors from Greece in the 13th or 12th century B.C., immortalized by Homer in the Iliad, has inspired great creative artists throughout the world ever since.</p>","<p>Troie, charg&eacute;e d'une histoire de 4 000 ans, figure parmi les sites arch&eacute;ologiques les plus connus du monde. Les premi&egrave;res fouilles dans ce site datent de 1871 et furent effectu&eacute;es par le grand arch&eacute;ologue Heinrich Schliemann. En termes scientifiques, ses nombreux vestiges offrent la preuve la plus significative du premier contact entre les civilisations de l'Anatolie et du monde m&eacute;diterran&eacute;en. En outre, le si&egrave;ge de Troie par les guerriers grecs de Sparte et d'Acha&iuml;e au XIII<sup>e</sup> ou au XII<sup>e</sup> si&egrave;cle av. J.-C., immortalis&eacute; par Hom&egrave;re dans <em>l'Iliade</em> , a inspir&eacute; depuis lors les grands artistes du monde entier.</p>","<p>The archaeological site of Troy is of immense significance in the understanding of the development of European civilization at a critical stage in its early development. It is, moreover, of exceptional cultural importance because of the profound influence of Homer&rsquo;s Iliad on the creative arts over more than two millennia.</p>","<p>Le site arch&eacute;ologique de Troie rev&ecirc;t une signification consid&eacute;rable pour comprendre le d&eacute;veloppement de la civilisation europ&eacute;enne &agrave; l&rsquo;&eacute;tape cruciale des premiers balbutiements. De plus, il apporte un t&eacute;moignage culturel exceptionnel en raison de l'influence profonde de l'Iliade d'Hom&egrave;re sur les arts cr&eacute;atifs sur plus de deux mill&eacute;naires.</p>",1998,,,26.239,39.95644,158,0,1,1,0,0,1,0,0,0,0,(ii)(iii)(vi),Cultural,C,Turkey,Turquie,Europe and North America,Europe et Amérique du nord,tr,tur,0
2014,1018,Rev,Ephesus,Éphèse,"<p>Located within what was once the estuary of the River Kaystros, Ephesus comprises successive Hellenistic and Roman settlements founded on new locations, which followed the coastline as it retreated westward. Excavations have revealed grand monuments of the Roman Imperial period including the Library of Celsus and the Great Theatre. Little remains of the famous Temple of Artemis, one of the “Seven Wonders of the World,” which drew pilgrims from all around the Mediterranean. Since the 5<sup>th</sup> century, the House of the Virgin Mary, a domed cruciform chapel seven kilometres from Ephesus, became a major place of Christian pilgrimage. The Ancient City of Ephesus is an outstanding example of a Roman port city, with sea channel and harbour basin.</p>","<p>Située dans l’ancien estuaire du Caystre, Ephèse comprend des établissements successifs formés sur de nouveaux sites tandis que la côte se déplaçait vers l’ouest. L’implantation hellénistique et romaine a suivi ce déplacement. Les fouilles ont révélé de grands monuments de la période de l’Empire romain, comme la bibliothèque de Celsus et le grand théâtre. Il ne reste que peu de vestiges du célèbre temple d’Artémis, l’une des « sept merveilles du monde » qui attirait des pèlerins de tout le bassin méditerranéen. A partir du Ve siècle après J.-C., la Maison de la Vierge Marie, une chapelle cruciforme surmontée de coupoles située à sept km d'Ephèse, est devenue un important lieu de pèlerinage chrétien. La cité antique d’Ephèse est un exemple exceptionnel de cité portuaire avec un canal maritime et un bassin portuaire.</p>",,,2015,,,27.3594444444,37.9291666667,662.62,0,0,1,1,0,1,0,0,0,0,(iii)(iv)(vi),Cultural,C,Turkey,Turquie,Europe and North America,Europe et Amérique du nord,tr,tur,0
1784,1366,,Selimiye Mosque and its Social Complex,Mosquée Selimiye et son ensemble social,"<p>The square Mosque with its single great dome and four slender minarets, dominates the skyline of the former Ottoman capital of Edirne. Sinan, the most famous of Ottoman architects in the 16th century, considered the complex, which includes madrasas (Islamic schools), a covered market, clock house, outer courtyard and library, to be his best work. The interior decoration using Iznik tiles from the peak period of their production testifies to an art form that remains unsurpassed in this material. The complex is considered to be the most harmonious expression ever achieved of the Ottoman k&uuml;lliye, a group of buildings constructed around a mosque and managed as a single institution.</p>","<p>La Mosqu&eacute;e carr&eacute;e, avec sa grande coupole et ses quatre minarets &eacute;lanc&eacute;s, domine la silhouette de l'ancienne ville ottomane d'Edirne. Sinan, le plus c&eacute;l&egrave;bre des architectes ottomans du XVIe si&egrave;cle, consid&eacute;rait comme son chef d'&oelig;uvre cette r&eacute;alisation qui inclut aussi des madrasas (&eacute;coles coraniques), un march&eacute; couvert, une maison de l'horloge, une cour ext&eacute;rieure et une biblioth&egrave;que. La d&eacute;coration int&eacute;rieure en c&eacute;ramiques d'Iznik, &agrave; leur p&eacute;riode de production majeure, t&eacute;moigne d'une forme d'art qui ne sera jamais &eacute;gal&eacute;e pour ce qui concerne ce mat&eacute;riau. L'ensemble est consid&eacute;r&eacute; comme l'expression la plus harmonieuse jamais atteinte du k&uuml;lliye ottoman, un ensemble de b&acirc;timents associ&eacute;s &agrave; une mosqu&eacute;e et g&eacute;r&eacute;s avec elle.</p>",,,2011,,,26.5594444444,41.6777777778,2.5,1,0,0,1,0,0,0,0,0,0,(i)(iv),Cultural,C,Turkey,Turquie,Europe and North America,Europe et Amérique du nord,tr,tur,0
1829,1405,,Neolithic Site of Çatalhöyük,Site néolithique de Çatal Höyük,"<p>Two hills form the 37&nbsp;ha site on the Southern Anatolian Plateau. The taller eastern mound contains eighteen levels of Neolithic occupation between 7400&nbsp;bc and 6200&nbsp;bc, including wall paintings, reliefs, sculptures and other symbolic and artistic features. Together they testify to the evolution of social organization and cultural practices as humans adapted to a sedentary life. The western mound shows the evolution of cultural practices in the Chalcolithic period, from 6200&nbsp;bc to 5200&nbsp;bc. &Ccedil;atalh&ouml;y&uuml;k provides important evidence of the transition from settled villages to urban agglomeration, which was maintained in the same location for over 2,000 years. It features a unique streetless settlement of houses clustered back to back with roof access into the buildings.</p>","<p>Les deux grands tertres de &Ccedil;atal H&ouml;y&uuml;k forment ce bien de 37 hectares situ&eacute; dans le sud du plateau anatolien. Le tertre oriental, qui est le plus haut, pr&eacute;sente 18 niveaux d&rsquo;occupation n&eacute;olithique datant de&nbsp;7400 &agrave;&nbsp;6200 av. J.-C. Il rassemble des peintures murales, des bas-reliefs, des sculptures et d&rsquo;autres &eacute;l&eacute;ments artistiques et symboliques. Les deux tertres t&eacute;moignent de l&rsquo;&eacute;volution de l&rsquo;organisation sociale et des pratiques culturelles au moment o&ugrave; les &ecirc;tres humains s&rsquo;adaptaient &agrave; la vie s&eacute;dentaire. Le tertre occidental t&eacute;moigne de l&rsquo;&eacute;volution des pratiques culturelles pendant la p&eacute;riode chalcolithique datant de&nbsp;6200 &agrave;&nbsp;5200 avant J.-C. &Ccedil;atal H&ouml;y&uuml;k fournit un important t&eacute;moignage de la transition qui s&rsquo;est op&eacute;r&eacute;e entre les villages et les agglom&eacute;rations urbaines qui se sont succ&eacute;d&eacute; sur un m&ecirc;me lieu pendant plus de 2000 ans. Il s&rsquo;agit d&rsquo;un site pr&eacute;sentant une organisation unique compos&eacute;e de maisons serr&eacute;es les unes contre les autres, sans rue, et avec acc&egrave;s par les toits.</p>
<p><span>&nbsp;</span></p>",,,2012,,,32.8280555556,37.6666666667,37,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,Turkey,Turquie,Europe and North America,Europe et Amérique du nord,tr,tur,0
1995,1452,,Bursa and Cumalıkızık: the Birth of the Ottoman Empire,Bursa et Cumalıkızık : la naissance de l’Empire ottoman,"<p>This property is a serial nomination of eight component sites in the City of Bursa and the nearby village of Cumalıkızık, in the southern Marmara region. The site illustrates the creation of an urban and rural system establishing the Ottoman Empire in the early 14th century. The property embodies the key functions of the social and economic organization of the new capital which evolved around a civic centre. These include commercial districts of khans, <em>kulliyes</em> (religious institutions) integrating mosques, religious schools, public baths and a kitchen for the poor, as well as the tomb of Orhan Ghazi, founder of the Ottoman dynasty. One component outside the historic centre of Bursa is the village of Cumalıkızık, the only rural village of this system to show the provision of hinterland support for the capital.</p>","<p>Ce site est une inscription en série de huit sites se trouvant dans la ville de Bursa (ou Brousse), dans le sud de la région de Marmara. Le site illustre la création d’un système urbain rural fondateur de l’Empire ottoman au début du XIV<sup>e</sup> siècle. Le bien illustre les fonctions principales de l’organisation sociale et économique de la nouvelle capitale qui se développa autour d’un nouveau centre civique. Ces éléments comprennent des quartiers commerciaux de khans, des kulliyes (institutions religieuses) qui englobent des mosquées, des écoles religieuses, des bains publics et une cuisine pour les pauvres ainsi que le tombeau d’Orhan Gazi, le fondateur de la dynastie ottomane. Un élément situé en dehors du centre historique de Bursa, le village de Cumalıkızık, le seul village rural de ce système, est destiné à montrer le soutien apporté par l’arrière-pays à la capitale.</p>",,,2014,,,29.0623361111,40.1847305556,27.467,1,1,0,1,0,1,0,0,0,0,(i)(ii)(iv)(vi),Cultural,C,Turkey,Turquie,Europe and North America,Europe et Amérique du nord,tr,tur,0
2001,1457,,Pergamon and its Multi-Layered Cultural Landscape,Pergame et son paysage culturel à multiples strates,"<p>This site rises high above the Bakirçay Plain in Turkey’s Aegean region. The acropolis of Pergamon was the capital of the Hellenistic Attalid dynasty, a major centre of learning in the ancient world. Monumental temples, theatres, stoa or porticoes, gymnasium, altar and library were set into the sloping terrain surrounded by an extensive city wall. The rock-cut Kybele Sanctuary lies to the north-west on another hill visually linked to the acropolis. Later the city became capital of the Roman province of Asia known for its Asclepieion healing centre. The acropolis crowns a landscape containing burial mounds and remains of the Roman, Byzantine and Ottoman empires in and around the modern town of Bergama on the lower slopes.</p>","<p>Ce site domine la plaine de Bakirçay dans la région égéenne de la Turquie. L’acropole de Pergame était la capitale de la dynastie hellénistique des Attalides, un des principaux centres du savoir dans le monde antique. Des temples monumentaux, des théâtres, un portique (stoa), un gymnase, un autel et une bibliothèque furent construits à flanc de colline et protégés par un grand mur d’enceinte. Le sanctuaire de Cybèle taillé dans la roche d’une autre colline au nord-ouest répond à l’acropole sur le plan visuel. Plus tard, la ville devint la capitale de la province romaine d’Asie connue pour son asclêpieion, grand centre de cure. L’acropole domine un paysage de tumuli et de vestiges des empires romain, byzantin et ottoman répartis au bas des collines, dans la ville moderne de Bergama et alentour.</p>",,,2014,,,27.18,39.1258333333,332.5,1,1,1,1,0,1,0,0,0,0,(i)(ii)(iii)(iv)(vi),Cultural,C,Turkey,Turquie,Europe and North America,Europe et Amérique du nord,tr,tur,0
2049,1488,,Diyarbakır Fortress and Hevsel Gardens Cultural Landscape,Paysage culturel de la forteresse de Diyarbakır et des jardins de l’Hevsel,"<p>Located on an escarpment of the Upper Tigris River Basin that is part of the so-called Fertile Crescent, the fortified city of Diyarbakır and the landscape around has been an important centre since the Hellenistic period, through the Roman, Sassanid, Byzantine, Islamic and Ottoman times to the present. The site encompasses the Inner castle, known as İçkale and including the Amida Mound, and the 5.8 km-long city walls of Diyarbakır with their numerous towers, gates, buttresses, and 63 inscriptions. The site also includes the Hevsel Gardens, a green link between the city and the Tigris that supplied the city with food and water, the Anzele water source and the Ten-Eyed Bridge.</p>","<p>Diyarbakir et son paysage, qui ont été construit sur un plateau rocheux dans la zone du haut bassin du Tigre connue comme la région du croissant fertile, ont été un centre important depuis la période Romaine, Sassanide, Byzantine, Islamique et Ottomane. La zone d'héritage, la zone connu comme İçkale (la citadelle) et le tumulus de Amida s'y trouvant, englobent la muraille de Diyarbakir avec ses tours et portes d'une longueur de 5,8 km et sur laquelle se trouve 63 inscriptions, les jardins du Hevsel qui nourrissent la ville en eau et aliments depuis des siècles et qui forment une liaison verte entre la ville et la rivière du Tigre, la source d'eau de Anzele et qui arrose les jardins du Hevsel ainsi que le pont aux dix arcades.</p>",,,2015,,,40.2393083333,37.9031,521.23,0,0,0,1,0,0,0,0,0,0,(iv),Cultural,C,Turkey,Turquie,Europe and North America,Europe et Amérique du nord,tr,tur,0
2110,1518,,Archaeological Site of Ani,Site archéologique d’Ani,"<p>This site is located on a secluded plateau of northeast Turkey overlooking a ravine that forms a natural border with Armenia. This medieval city combines residential, religious and military structures, characteristic of a medieval urbanism built up over the centuries by Christian and then Muslim dynasties. The city flourished in the 10th and 11th centuries CE when it became the capital of the medieval Armenian kingdom of the Bagratides and profited from control of one branch of the Silk Road. Later, under Byzantine, Seljuk and Georgian sovereignty, it maintained its status as an important crossroads for merchant caravans. The Mongol invasion and a devastating earthquake in 1319 marked the beginning of the city’s decline. The site presents a comprehensive overview of the evolution of medieval architecture through examples of almost all the different architectural innovations of the region between the 7th and 13th centuries CE.</p>","<p>Le site est situé au nord-est de la Turquie sur un plateau isolé, en surplomb d’un ravin constituant une frontière naturelle avec l’Arménie. Cette cité médiévale associe des structures résidentielles, religieuses et militaires, caractéristiques d’un urbanisme médiéval construit au fil des siècles par les dynasties chrétiennes, puis musulmanes. La ville connaît son apogée aux Xe et XIe siècles de notre ère, lorsqu’elle devient la capitale du royaume médiéval arménien des Bagratides, et tire sa richesse de la maîtrise de l'une des branches de la Route de la soie. Plus tard, sous les souverainetés byzantine, seldjoukide et géorgienne, elle maintient son statut d'important carrefour pour les caravanes marchandes. L’invasion mongole et un séisme destructeur en 1319 marquent le début du déclin de la cité. Le site offre un large panorama du développement architectural médiéval, grâce à la présence de presque tous les types architecturaux qui ont émergé dans la région entre le VIIe et le XIIIe siècle de notre ère.</p>",,,2016,,,43.5666666667,40.5,250.7,0,1,1,1,0,0,0,0,0,0,(ii)(iii)(iv),Cultural,C,Turkey,Turquie,Europe and North America,Europe et Amérique du nord,tr,tur,0
2170,1519,,Aphrodisias,Aphrodisias,"<p>Located in southwestern Turkey, in the upper valley of the Morsynus River, the site consists of two components: the archaeological site of Aphrodisias and the marble quarries northeast of the city. The temple of Aphrodite dates from the 3<sup>rd</sup><span> </span>century BCE and the city was built one century later. The wealth of Aphrodisias came from the marble quarries and the art produced by its sculptors. The city streets are arranged around several large civic structures, which include temples, a theatre, an agora, and two bath complexes.</p>","<p><span style=""color: #212121;"">Situé au sud-ouest de la Turquie, dans la vallée supérieure de la rivière Morsynus, ce bien comprend deux éléments : le site archéologique d’Aphrodisias et les carrières de marbre situées au nord-est de la ville. Le temple d’Aphrodite date du III<sup>e</sup> siècle avant notre ère. La cité d’Aphrodisias a été construite au II<sup>e </sup>siècle avant notre ère, à la faveur de l’expansion de la culture hellénistique dans le sud-est de l’Anatolie. La richesse de la ville provenait des carrières de marbre et de l’art produit par les sculpteurs de la ville. La cité s’organise autour de grandes structures municipales, notamment des temples, un théâtre, une agora et des thermes.</span><span style=""font-size: 10.0pt; font-family: 'Arial',sans-serif; color: #212121;""><o:p></o:p></span></p>",,,2017,,,28.7236111111,37.7083333333,152.25,0,1,1,1,0,1,0,0,0,0,(ii)(iii)(iv)(vi),Cultural,C,Turkey,Turquie,Europe and North America,Europe et Amérique du nord,tr,tur,0
1038,886,,State Historical and Cultural Park “Ancient Merv”,Parc national historique et culturel de l’« Ancienne Merv »,"<p>Merv is the oldest and best-preserved of the oasis-cities along the Silk Route in Central Asia. The remains in this vast oasis span 4,000 years of human history. A number of monuments are still visible, particularly from the last two millennia.</p>","<p>Merv est la plus ancienne et la mieux pr&eacute;serv&eacute;e des cit&eacute;s-oasis le long de la Route de la soie en Asie centrale. Les vestiges de cette vaste oasis couvrent quatre milliers d'ann&eacute;es d'histoire humaine, et un certain nombre de monuments, particuli&egrave;rement des deux derniers mill&eacute;naires, restent visibles.</p>","<p>Criterion (ii): The cities of the Merv oasis have exerted considerable influence over the cultures of Central Asia and Iran for four millennia. The Seljuk city in particular influenced architecture and architectural decoration and scientific and cultural development.</p>
<p>Criterion (iii): The sequence of the cities of the Merv oasis, their fortifications, and their urban lay-outs bear exceptional testimony to the civilizations of Central Asia over several millennia.</p>","<p>Crit&egrave;re ii Les villes de l&rsquo;oasis de Merv ont exerc&eacute; une influence consid&eacute;rable sur les cultures d&rsquo;Asie centrale et d&rsquo;Iran depuis quatre mill&eacute;naires. La ville seldjoukide, en particulier, a influenc&eacute; l&rsquo;architecture et la d&eacute;coration architecturale, ainsi que le d&eacute;veloppement scientifique et culturel.</p>
<p>Crit&egrave;re iii La s&eacute;quence des cit&eacute;s de l&rsquo;oasis de Merv, leurs fortifications et leur paysage urbain sont des t&eacute;moins exceptionnels des civilisations d&rsquo;Asie centrale sur plusieurs mill&eacute;naires.</p>",1999,,,62.1775,37.70083,353.24,0,1,1,0,0,0,0,0,0,0,(ii)(iii),Cultural,C,Turkmenistan,Turkménistan,Asia and the Pacific,Asie et pacifique,tm,tkm,0
1376,1199,,Kunya-Urgench,Kunya-Urgench,"<p>Kunya-Urgench is situated in north-western Turkmenistan, on the left bank of the Amu Daria River. Urgench was the capital of the Khorezm region, part of the Achaemenid Empire. The old town contains a series of monuments mainly from the 11th to 16th centuries, including a mosque, the gates of a caravanserai, fortresses, mausoleums and a 60-m high minaret. The monuments testify to outstanding achievements in architecture and craftsmanship whose influence reached Iran and Afghanistan, and later the architecture of the Mogul Empire of 16th-century India.</p>","<p>Kunya-Urgench est situ&eacute;e dans le nord-ouest du Turkm&eacute;nistan, sur la rive gauche de l&rsquo;Amou Daria. Urgench &eacute;tait la capitale de la r&eacute;gion du Khorezm, qui appartenait &agrave; l&rsquo;empire ach&eacute;m&eacute;nide. La vieille ville inclut une s&eacute;rie de monuments datant essentiellement du XIe au XVIe si&egrave;cle. Ces constructions, qui comprennent une mosqu&eacute;e, les portes d&rsquo;un caravans&eacute;rail, des forteresses, des mausol&eacute;es et un minaret haut de 60 m, t&eacute;moignent des fabuleuses r&eacute;alisations architecturales et artistiques dont le rayonnement est parvenu jusqu&rsquo;en Iran et en Afghanistan, et qui plus tard ont influenc&eacute; l&rsquo;architecture de l&rsquo;empire moghol dans l&rsquo;Inde du XVIe si&egrave;cle.</p>","<p><em>Criterion (ii): </em>The tradition of architecture expressed in the design and craftsmanship of Kunya-Urgench has been influential in the wider region to the south and southwest i.e. in Iran and Afghanistan, and later in the architecture of the Mogul Empire (India, 16th century).</p>
<p><em>Criterion (iii): </em>Kunya-Urgench provides an exceptional testimony to a cultural tradition (the Islamic culture of the Khorezm) and is unique in its state of preservation. The society that created this centre has disappeared; however we note that most of visitors are in fact pilgrims from the region.</p>","<p><em>Crit&egrave;re (ii) : </em>La tradition architecturale qui s&rsquo;exprime dans la conception et l&rsquo;artisanat de Kunya-Urgench a eu une influence sur toute la r&eacute;gion en allant vers le sud et le sud-ouest, en Iran et en Afghanistan et, plus tard, sur l&rsquo;architecture de l&rsquo;Empire moghol (Inde, XVIe si&egrave;cle).</p>
<p><em>Crit&egrave;re (iii) : </em>Kunya-Urgench est le t&eacute;moignage exceptionnel d&rsquo;une tradition culturelle (la culture islamique du Khorezm) et son &eacute;tat de pr&eacute;servation le rend unique. La soci&eacute;t&eacute; qui l&rsquo;a cr&eacute;&eacute; a disparu ; toutefois, on note que la majorit&eacute; des visiteurs sont en fait des p&egrave;lerins venus de la r&eacute;gion.</p>",2005,,,59.08494,42.18318,0,0,1,1,0,0,0,0,0,0,0,(ii)(iii),Cultural,C,Turkmenistan,Turkménistan,Asia and the Pacific,Asie et pacifique,tm,tkm,0
1471,1242,,Parthian Fortresses of Nisa,Forteresses parthes de Nisa,"<p>The Parthian Fortresses of Nisa consist of two tells of Old and New Nisa, indicating the site of one of the earliest and most important cities of the Parthian Empire, a major power from the mid 3rd century BC to the 3rd century AD. They conserve the unexcavated remains of an ancient civilization which skilfully combined its own traditional cultural elements with those of the Hellenistic and Roman west. Archaeological excavations in two parts of the site have revealed richly decorated architecture, illustrative of domestic, state and religious functions. Situated at the crossroads of important commercial and strategic axes, this powerful empire formed a barrier to Roman expansion while serving as an important communication and trading centre between east and west, north and south.</p>","<p>Les deux tells de l&rsquo;ancienne et de la nouvelle Nisa signalent le site de l&rsquo;une des plus anciennes et importantes cit&eacute;s de l&rsquo;Empire parthe, une grande puissance du milieu du IIIe si&egrave;cle av. J.-C jusqu&rsquo;au IIIe si&egrave;cle de notre &egrave;re. Ces tells conservent enfouis dans leur sol les vestiges d&rsquo;une puissante civilisation antique qui associa avec ing&eacute;niosit&eacute; des &eacute;l&eacute;ments de sa culture traditionnelle avec ceux des cultures occidentales hell&eacute;nistique et romaine. Des fouilles arch&eacute;ologiques dans deux parties du site ont r&eacute;v&eacute;l&eacute; une architecture richement d&eacute;cor&eacute;e correspondant &agrave; des fonctions domestiques, officielles et religieuses. Situ&eacute; au carrefour d&rsquo;importants axes commerciaux et strat&eacute;giques, cet empire puissant formait une barri&egrave;re &agrave; l&rsquo;expansion romaine tout en servant d&rsquo;important centre de communication et de n&eacute;goce entre l&rsquo;est et l&rsquo;ouest, le nord et le sud.</p>",,,2007,,,58.1986111111,37.9997222222,77.905,0,1,1,0,0,0,0,0,0,0,(ii)(iii),Cultural,C,Turkmenistan,Turkménistan,Asia and the Pacific,Asie et pacifique,tm,tkm,0
806,682,,Bwindi Impenetrable National Park,Forêt impénétrable de Bwindi,"<p>Located in south-western Uganda, at the junction of the plain and mountain forests, Bwindi Park covers 32,000 ha and is known for its exceptional biodiversity, with more than 160 species of trees and over 100 species of ferns. Many types of birds and butterflies can also be found there, as well as many endangered species, including the mountain gorilla.</p>","<p>Situ&eacute; dans le sud-ouest de l'Ouganda, &agrave; la jonction des for&ecirc;ts de plaine et de montagne, le parc de Bwindi s'&eacute;tend sur plus de 32 000 ha et pr&eacute;sente une tr&egrave;s riche biodiversit&eacute; avec plus de 160 esp&egrave;ces d'arbres et plus de 100 esp&egrave;ces de foug&egrave;res. Il abrite &eacute;galement de nombreuses esp&egrave;ces d'oiseaux et de papillons, ainsi que plusieurs esp&egrave;ces menac&eacute;es, dont le gorille de montagne.</p>",,,1994,,,29.66138889,-1.080555556,32092,0,0,0,0,0,0,1,0,0,1,(vii)(x),Natural,N,Uganda,Ouganda,Africa,Afrique,ug,uga,0
808,684,,Rwenzori Mountains National Park,Monts Rwenzori,"<p>The Rwenzori Mountains National Park covers nearly 100,000 ha in western Uganda and comprises the main part of the Rwenzori mountain chain, which includes Africa's third highest peak (Mount Margherita: 5,109 m). The region's glaciers, waterfalls and lakes make it one of Africa's most beautiful alpine areas. The park has many natural habitats of endangered species and a rich and unusual flora comprising, among other species, the giant heather.</p>","<p>Couvrant pr&egrave;s de 100 000 ha dans l'ouest de l'Ouganda, le parc comprend la majeure partie de la cha&icirc;ne des Rwenzori, qui culmine &agrave; 5 109 m avec le mont Margherita, troisi&egrave;me sommet d'Afrique. C'est une r&eacute;gion d'une grande beaut&eacute; dont les glaciers, les cascades et les lacs offrent un cadre alpin sans &eacute;gal en Afrique. Le parc contient d'importants habitats naturels d'esp&egrave;ces menac&eacute;es et une flore particuli&egrave;re riche de nombreuses esp&egrave;ces, dont les bruy&egrave;res g&eacute;antes.</p>",,,1994,,P 1999-2004,29.92416667,0.223611111,99600,0,0,0,0,0,0,1,0,0,1,(vii)(x),Natural,N,Uganda,Ouganda,Africa,Afrique,ug,uga,0
